epoch,f1-score,iou_score,loss,precision,recall,val_f1-score,val_iou_score,val_loss,val_precision,val_recall
12,0.8959770202636719,0.8268726468086243,0.3098474442958832,0.9036694169044495,0.8904110789299011,0.8230758905410767,0.7301721572875977,0.5215370059013367,0.8346947431564331,0.8153325915336609
13,0.8976118564605713,0.8297742009162903,0.3043019771575928,0.9044470191001892,0.8929430842399597,0.823876142501831,0.7302101850509644,0.5162113308906555,0.8267690539360046,0.8228029608726501
14,0.9024052023887634,0.8365604281425476,0.290859192609787,0.9104262590408325,0.8962810039520264,0.8220282793045044,0.7288990616798401,0.5236253142356873,0.826109766960144,0.8232003450393677
15,0.9021982550621033,0.8361494541168213,0.2915033996105194,0.9096454381942749,0.8968014121055603,0.8294031023979187,0.7373774647712708,0.5067511200904846,0.8293326497077942,0.8323618769645691
16,0.9047985672950745,0.8400619626045227,0.28442689776420593,0.9128355383872986,0.8984477519989014,0.8222121000289917,0.7278885245323181,0.5249077081680298,0.8227823376655579,0.8260664939880371
17,0.9074417352676392,0.8439221978187561,0.2762950658798218,0.9157981872558594,0.9010547995567322,0.8260526061058044,0.7339598536491394,0.5239768624305725,0.8353926539421082,0.8232907652854919
18,0.9088102579116821,0.8464280962944031,0.27105653285980225,0.9176968932151794,0.9017215967178345,0.8240205645561218,0.7325316667556763,0.5208749175071716,0.851900577545166,0.8099368214607239
19,0.9090293049812317,0.8465726375579834,0.2724299430847168,0.9172578454017639,0.9026166200637817,0.8281424641609192,0.735231339931488,0.5128749012947083,0.8471648097038269,0.8153539299964905
20,0.9121382236480713,0.8510487079620361,0.2641880214214325,0.9208647608757019,0.9051315188407898,0.8228849768638611,0.7277910709381104,0.5311240553855896,0.8286765813827515,0.8196865320205688
21,0.9138576984405518,0.8537788391113281,0.2583494484424591,0.9226769804954529,0.9065765738487244,0.8226745128631592,0.7293499708175659,0.5223503708839417,0.8232797980308533,0.8259680867195129
22,0.9155262112617493,0.8559412360191345,0.2546232044696808,0.9235854744911194,0.9089114665985107,0.8236042261123657,0.7311652302742004,0.5237731337547302,0.8216535449028015,0.8284755945205688
23,0.9159340262413025,0.8572755455970764,0.25174659490585327,0.9243907928466797,0.9089498519897461,0.8177377581596375,0.7246565222740173,0.5469555258750916,0.8385438323020935,0.8099183440208435
24,0.9170340299606323,0.8581351041793823,0.25106340646743774,0.9259512424468994,0.9097186923027039,0.8272171020507812,0.7366988658905029,0.5180858969688416,0.8270532488822937,0.8336046934127808
25,0.9193989634513855,0.8620914816856384,0.243158757686615,0.9278177618980408,0.912348210811615,0.8270661234855652,0.7350358366966248,0.5212423801422119,0.8290833234786987,0.8278462290763855
26,0.918236255645752,0.860595703125,0.2456994205713272,0.9274208545684814,0.9107354879379272,0.8271601796150208,0.7357288599014282,0.5180490612983704,0.8329039812088013,0.827155351638794
27,0.9192611575126648,0.8617244958877563,0.24316702783107758,0.9275496006011963,0.9123536348342896,0.828630268573761,0.7371615171432495,0.5168443322181702,0.8285555839538574,0.8323764801025391
28,0.9188183546066284,0.8609080910682678,0.24534137547016144,0.927851676940918,0.9113065004348755,0.8242201805114746,0.7314549088478088,0.5288816690444946,0.817874014377594,0.8341771364212036
29,0.9224146604537964,0.8663082122802734,0.23527312278747559,0.9307953715324402,0.9154152870178223,0.8306334614753723,0.740220844745636,0.5135319828987122,0.846514105796814,0.821194052696228
30,0.9208379983901978,0.8642350435256958,0.23905029892921448,0.9298464059829712,0.9133097529411316,0.8276584148406982,0.7353704571723938,0.5281801223754883,0.8342652916908264,0.8260067701339722
31,0.9229964017868042,0.8672783970832825,0.23325347900390625,0.9316052198410034,0.915658712387085,0.8323838114738464,0.7401536107063293,0.5196427702903748,0.8405924439430237,0.8289128541946411
32,0.9241357445716858,0.8692359328269958,0.229556605219841,0.932553231716156,0.917008101940155,0.8286753296852112,0.7370982766151428,0.5260356068611145,0.8430444598197937,0.8205611109733582
33,0.9241906404495239,0.8695672750473022,0.2287549525499344,0.9328131079673767,0.9168394804000854,0.8256717920303345,0.7324640154838562,0.5274554491043091,0.8341639637947083,0.8199452757835388
34,0.9259523153305054,0.8719402551651001,0.22417312860488892,0.9339178800582886,0.919222354888916,0.8272327184677124,0.7357891798019409,0.5291361808776855,0.8245104551315308,0.8331499695777893
35,0.9264233112335205,0.8727161884307861,0.22331710159778595,0.9347673654556274,0.9192768931388855,0.8214545249938965,0.7275237441062927,0.5497879981994629,0.8297404050827026,0.8196588158607483
36,0.9278553128242493,0.8747493028640747,0.2198304533958435,0.9360597729682922,0.9207772016525269,0.8240481615066528,0.7310775518417358,0.5328771471977234,0.8388440012931824,0.813143789768219
37,0.9273838400840759,0.874057948589325,0.2210550308227539,0.9353510737419128,0.9205083250999451,0.8281747698783875,0.7354286313056946,0.5269429683685303,0.8351570963859558,0.8248734474182129
38,0.928520917892456,0.8760630488395691,0.2170543521642685,0.937076210975647,0.9211440682411194,0.8206599950790405,0.726837158203125,0.5506216287612915,0.8351728320121765,0.8113552331924438
39,0.928330659866333,0.8756182193756104,0.21776875853538513,0.9366607069969177,0.9211652278900146,0.8232349157333374,0.7284660339355469,0.5499152541160583,0.8498159050941467,0.8043053150177002
40,0.9287002682685852,0.8763683438301086,0.21671278774738312,0.9371519684791565,0.9213225841522217,0.8228675127029419,0.7292578816413879,0.5450837016105652,0.8344041705131531,0.8168171644210815
41,0.9295055866241455,0.8775297403335571,0.21454742550849915,0.9375209808349609,0.9226211905479431,0.827609121799469,0.7358530759811401,0.5329383611679077,0.8459867835044861,0.8177260160446167
42,0.9297335147857666,0.8778582811355591,0.21419014036655426,0.9377578496932983,0.9228804707527161,0.8188480138778687,0.7257089614868164,0.5534282326698303,0.8355877995491028,0.8077170252799988
43,0.9295921325683594,0.8777751326560974,0.21369504928588867,0.9380089044570923,0.922440767288208,0.8182668089866638,0.7234076261520386,0.5585263967514038,0.8259711265563965,0.8133134245872498
44,0.9299235939979553,0.8777749538421631,0.21403586864471436,0.9378363490104675,0.9231418967247009,0.822479784488678,0.7282670140266418,0.5522686839103699,0.8261238932609558,0.8225330114364624
45,0.9298886656761169,0.8780173063278198,0.21316418051719666,0.9382471442222595,0.922736644744873,0.8289291858673096,0.7374195456504822,0.5237424969673157,0.8321554064750671,0.8291870355606079
46,0.9305111169815063,0.8787082433700562,0.21250495314598083,0.9384807348251343,0.9235858917236328,0.8278773427009583,0.7364815473556519,0.5371323227882385,0.8360214233398438,0.8251755237579346
47,0.9321136474609375,0.8815764784812927,0.2072942554950714,0.9401076436042786,0.9251444339752197,0.8301476240158081,0.7381593585014343,0.5220462083816528,0.8433905839920044,0.8217951655387878
48,0.9319047331809998,0.8812336325645447,0.20746979117393494,0.9397574663162231,0.9251400232315063,0.8237124085426331,0.7303610444068909,0.5530043244361877,0.8341275453567505,0.8183148503303528
49,0.9327432513237,0.8823031187057495,0.20517674088478088,0.9406588673591614,0.9258075952529907,0.820590615272522,0.7262570261955261,0.5642789602279663,0.8368923664093018,0.8161406517028809
50,0.9318461418151855,0.8809724450111389,0.2077295482158661,0.9395992755889893,0.9251035451889038,0.8220267295837402,0.7290976643562317,0.5530029535293579,0.8400231599807739,0.810393750667572
51,0.9317676424980164,0.8807380199432373,0.20834600925445557,0.9397125840187073,0.9248349070549011,0.8200993537902832,0.7259842157363892,0.5616994500160217,0.8267683982849121,0.8187133073806763
52,0.9332884550094604,0.883171796798706,0.20437870919704437,0.9411264061927795,0.9264224171638489,0.8243014216423035,0.7311684489250183,0.5456928610801697,0.815221905708313,0.838398814201355
53,0.9342859387397766,0.8849536180496216,0.20100164413452148,0.9422709941864014,0.9273296594619751,0.8247760534286499,0.7330431342124939,0.5413002967834473,0.8388100862503052,0.8158949613571167
54,0.9345495700836182,0.8853718042373657,0.20001791417598724,0.942634105682373,0.9274936318397522,0.82459956407547,0.7305822968482971,0.5467764735221863,0.8339986205101013,0.8180361986160278
55,0.9359356164932251,0.8874512314796448,0.19617825746536255,0.9435134530067444,0.9293016195297241,0.8147528767585754,0.7196080088615417,0.5713486075401306,0.835436224937439,0.8013909459114075
56,0.9360398650169373,0.8877679109573364,0.19584611058235168,0.9438868165016174,0.9291919469833374,0.8207484483718872,0.7254544496536255,0.5589249134063721,0.8251851201057434,0.8232083320617676
57,0.9354680776596069,0.8867307901382446,0.19753903150558472,0.943136990070343,0.9287286400794983,0.8223782777786255,0.7297355532646179,0.5559477806091309,0.8391321897506714,0.8140426874160767
58,0.9357168674468994,0.8870059847831726,0.19712407886981964,0.9434008598327637,0.9289807081222534,0.8243709802627563,0.732120931148529,0.5484086871147156,0.8377654552459717,0.8157457709312439
59,0.9361415505409241,0.8876834511756897,0.19556854665279388,0.9442337155342102,0.9290522933006287,0.8277230262756348,0.73597252368927,0.5349623560905457,0.8389725685119629,0.8227131366729736
60,0.9375734925270081,0.8900017738342285,0.19187210500240326,0.9450287818908691,0.9309968948364258,0.8239333629608154,0.7329854965209961,0.5408210158348083,0.840589702129364,0.8142579197883606
61,0.9375026822090149,0.8899282813072205,0.19187068939208984,0.9450100064277649,0.9309012293815613,0.8309074640274048,0.7425546050071716,0.5208637118339539,0.8421564698219299,0.8264361023902893
62,0.9374617338180542,0.8899379372596741,0.1917920708656311,0.9452082514762878,0.9307527542114258,0.8213180303573608,0.7265874743461609,0.5603125095367432,0.8495804071426392,0.802446186542511
63,0.9362311363220215,0.8879286646842957,0.19536182284355164,0.9440663456916809,0.9293942451477051,0.8230711817741394,0.7319666147232056,0.545093834400177,0.8266218900680542,0.8223894238471985
64,0.93754643201828,0.889809787273407,0.19213593006134033,0.9451883435249329,0.9307997226715088,0.8294833302497864,0.7386074066162109,0.5281910300254822,0.8338541984558105,0.8285302519798279
65,0.9375807642936707,0.8895160555839539,0.19311591982841492,0.9447801113128662,0.9312920570373535,0.8203032612800598,0.7252671718597412,0.5619788765907288,0.8281374573707581,0.8168233036994934
66,0.936726987361908,0.8883023262023926,0.1947571188211441,0.9444407820701599,0.9299737811088562,0.8271483182907104,0.7350619435310364,0.5395612716674805,0.848930835723877,0.8122888207435608
67,0.9385858178138733,0.8913717269897461,0.18958410620689392,0.9460657238960266,0.9319710731506348,0.82606440782547,0.7353938221931458,0.5381648540496826,0.8488242030143738,0.8121592402458191
68,0.9389921426773071,0.8921530842781067,0.18691737949848175,0.9468344449996948,0.9321647882461548,0.8290339112281799,0.7379925847053528,0.5282273888587952,0.8415755033493042,0.8215533494949341
69,0.9369937181472778,0.888788104057312,0.19415608048439026,0.9444465637207031,0.930554211139679,0.8272355198860168,0.7338968515396118,0.5482592582702637,0.8393526673316956,0.8211196064949036
70,0.9376052021980286,0.8901985883712769,0.19147251546382904,0.9454576969146729,0.9307955503463745,0.8298496007919312,0.7378533482551575,0.5385409593582153,0.8382249474525452,0.8258572816848755
71,0.9392269253730774,0.8925473690032959,0.1870480179786682,0.9466135501861572,0.9326800107955933,0.8264760375022888,0.7336329221725464,0.5479360222816467,0.8372865319252014,0.8195723295211792
72,0.9395443201065063,0.8931289911270142,0.18623223900794983,0.9471370577812195,0.9328314065933228,0.824893593788147,0.7311264872550964,0.5530045032501221,0.8314633965492249,0.8223782777786255
73,0.9398320317268372,0.8936257362365723,0.18464623391628265,0.9473222494125366,0.9332438111305237,0.8304836750030518,0.7411136627197266,0.5281215906143188,0.8517779111862183,0.8175496459007263
74,0.9384984374046326,0.8912988901138306,0.19036966562271118,0.9462092518806458,0.9317034482955933,0.8240264058113098,0.7295146584510803,0.558385968208313,0.8306501507759094,0.822783887386322
75,0.9400771856307983,0.8939481973648071,0.1845545917749405,0.947479784488678,0.9335184097290039,0.8172343373298645,0.7251176834106445,0.5646355748176575,0.8170647621154785,0.8228542804718018
